FirmName,Year,IPO Revenue,IPO Rank,IPO Market Share,IPO Num of Issues
"Phillips, Haglund, Haddan & Jeffers",1993,95.4,123,0.1,3
Kasmir & Krage,1993,91.3,124,0.1,1
Shack & Siegel P.C.,1993,87,125,0.1,1
"Smith, Gambrell & Russell",1993,84.3,126*,0.1,3
Stradling Yocca Carlson & Rauth,1993,84.3,126*,0.1,3
Rosenman Colin Freund Lewis & Cohen,1993,79.1,128,0.1,2
Porter Hedges LLP,1993,76.5,129,0.1,2
Petree Stockton & Robinson (NC),1993,72.5,130,0.1,1
Brownstein Hyatt Farber & Strickland,1993,72,131,0.1,2
Thompson & Knight PC,1993,69.6,132,0.1,1
"Coffield, Ungaretti & Harris",1993,68.4,133,0.1,1
"Davis, Graham & Stubbs",1993,65.5,134,0.1,2
Bingham Dana & Gould,1993,64.4,135,0.1,3
"Peper, Martin, Jensen Maichel & Hetlege",1993,62.6,136,0.1,1
Hill Wynne Troop & Meisinger,1993,62.1,137,0.1,1
Powell Goldstein Frazer & Murphy,1993,61.7,138,0.1,2
"Gallop, Johnson & Neuman",1993,61,139*,0.1,2
Miller & Martin,1993,61,139*,0.1,2
Robinson & Cole,1993,60.4,141,0.1,1
Foley Hoag & Eliot LLP,1993,59.1,142,0.1,2
Pedersen & Houpt,1993,58.4,143,0.1,1
"Foster, Pepper & Riviera",1993,56.9,144,0.1,1
Graham & James,1993,56.3,145,0.1,2
Bass Berry & Sims PLC,1993,55.8,146,0.1,2
McNair Law Firm,1993,55.3,147,0.1,1
"Carrington, Coleman, Sloman & Blumenthal",1993,54.6,148,0.1,1
Townley & Updike,1993,54.2,149,0.1,2
Mcdermott Will & Emery,1993,54,150,0.1,1
"Klenda,Mitchell,Austerman & Zuercher",1993,52.6,151,0.1,1
"Ater, Wynne, Hewitt, Dodson & Skerritt (OR)",1993,51.8,152*,0.1,2
"Clary & Moore, P.C.",1993,51.8,152*,0.1,1
Hinckley,1993,51.8,152*,0.1,1
Parker Johnson Cook & Dunlevie,1993,51.5,155,0.1,1
"Farella, Braun, & Martel",1993,50,156,0.1,1
D'Ancona & Pflaum,1993,49.7,157,0.1,1
Jones Walker Waechter Poitevent Carrere & Denegre,1993,46.6,158,0.1,2
Squadron Ellenoff Plesent & Lehrer,1993,46.4,159,0.1,1
"Bachner, Tally, Polevoy & Misher",1993,46.3,160,0.1,4
"Schottenstein, Zox & Dunn",1993,46.2,161,0.1,1
Loeff Claeys Verbeke,1993,46,162,0.1,1
Palmer & Dodge,1993,45.2,163,0.1,2
"Dykema, Gossett, Spencer, Goodnow & Trigg",1993,44.6,164,0.1,1
Orrick Herrington & Sutcliffe LLP,1993,44.4,165,0.1,2
Rosenman & Colin,1993,42.3,166,0.1,2
Peterson Dillard Young Self & Asselin,1993,42,167,0.1,1
Matthews & Branscomb,1993,41.7,168,0.1,1
Davis Hockenberg Wine Brown & Koehn,1993,41.6,169,0,3
Jenkens & Gilchrist,1993,40.5,170*,0,2
"Vorys, Sater, Seymour & Pease",1993,40.5,170*,0,1
"Choate, Hall & Stewart LLP",1993,40.4,172,0,4
"Varnum, Riddering, Schmidt & Howlett",1993,40.3,173,0,1
"Katten, Muchin, Zavis, Pearl",1993,40,174,0,2
"Wein, Malkin & Bettex",1993,38.6,175,0,1
"Cotton, Bledsoe, Tighe & Dawson",1993,38.4,176,0,1
Ware & Freidenrich,1993,38.2,177,0,2
Oppenheimer Wolff & Donnelly,1993,38,178,0,1
Kennedy Covington Lobdell & Hickman,1993,37.5,179*,0,2
"Leonard, Hurt, Terry & Blinn",1993,37.5,179*,0,1
Pepper Hamilton & Scheetz,1993,37.3,181,0,2
Lord Bissell & Brook,1993,36.8,182,0,1
"O'Connor, Cavanaugh, Anderson, Westover",1993,36.6,183,0,3
"Adams, Duque & Hazeltine",1993,36.2,184*,0,1
"Gordon, Feinblatt, Rothman, Hoffberger & Hollander",1993,36.2,184*,0,1
"Mayor, Day & Caldwell",1993,36.2,184*,0,1
Vedder Price Kaufman & Kammholz,1993,35.9,187,0,1
"Wildman, Harrold, Allen & Dixon (IL)",1993,35.8,188,0,1
Fine Jacobson Schwartz Nash Block,1993,35.4,189,0,1
Buchanan Ingersoll Professional Corp,1993,35.2,190,0,3
Arter & Hadden,1993,35.1,191,0,1
Hunton & Williams,1993,34.6,192,0,1
"Jeffer, Mangels, Butler & Marmaro",1993,33.8,193,0,2
Yossi Avraham & Co.,1993,33.6,194,0,1
Alston & Bird,1993,33,195*,0,2
O Sullivan Graer & Karabell LLP,1993,33,195*,0,1
"Mousow, Vigdor, Reeves, Heilbronner & Kroll",1993,32.5,197,0,1
Baker Worthington Crossley & Stansberry,1993,32.2,198,0,1
Kleinhendler & Halevy,1993,31.8,199,0,1
Baker & Daniels,1993,31.4,200*,0,1
Barnes & Thornburg,1993,31.4,200*,0,3
Sullivan & Cromwell,1994,7910,1,10.3,8
Debevoise & Plimpton,1994,3579.1,2,4.7,6
Kromann & Munter,1994,2981.1,3,3.9,1
"Skadden, Arps, Slate, Meagher & Flom",1994,2725.4,4,3.6,18
Cleary Gottlieb Steen & Hamilton,1994,2386.3,5,3.1,6
Rogers & Wells,1994,1859,6,2.4,17
Weil Gotshal & Manges,1994,1612,7,2.1,5
General Counsel,1994,1402,8,1.8,11
"Squadron, Ellenoff, Plesent, Sheinfeld & Sorkin",1994,1381.1,9,1.8,3
Vinson & Elkins LLP,1994,1357.8,10,1.8,7
Baker & McKenzie,1994,1303.1,11,1.7,5
Seward & Kissel,1994,1287.5,12,1.7,4
Goodwin Procter & Hoar,1994,1244.5,13,1.6,6
Cahill Gordon & Reindel,1994,1163.5,14,1.5,3
Simpson Thacher & Bartlett,1994,1107.6,15,1.5,10
Latham & Watkins,1994,1037.4,16,1.4,11
Dechert Price & Rhoads,1994,991.4,17,1.3,5
Willkie Farr & Gallagher,1994,781.9,18,1,10
Robinson Silverman Pearce Aronson Berman,1994,742.6,19,1,2
Mayer Brown & Platt,1994,735.8,20,1,10
Kirkpatrick & Lockhart LLP,1994,702.1,21,0.9,3
Jenner & Block,1994,692.1,22,0.9,2
Brown & Wood,1994,675.1,23,0.9,4
Fried Frank Harris Shriver & Jacobson,1994,649.7,24,0.9,3
Shearman & Sterling,1994,642.7,25,0.8,5
Hogan & Hartson,1994,630.8,26,0.8,7
O'Melveny & Myers,1994,625.1,27,0.8,2
Hale & Dorr LLP,1994,613.8,28,0.8,10
Davis Polk & Wardwell,1994,595,29,0.8,8
Andrews Kurth LLP,1994,594.1,30,0.8,4
Ropes & Gray,1994,488.4,31,0.6,7
Shaw Pittman Potts & Trowbridge,1994,436.8,32,0.6,2
Milbank Tweed Hadley & McCloy (UK),1994,382,33,0.5,2
Wilson Sonsini Goodrich & Rosati,1994,348.3,34,0.5,17
King & Spalding,1994,331.8,35,0.4,3
"Cravath, Swaine & Moore",1994,315,36,0.4,2
Stroock & Stroock & Lavan,1994,313.8,37,0.4,6
Morrison & Foerster,1994,301.3,38,0.4,7
Shin & Kim,1994,300,39,0.4,1
Dorsey & Whitney LLP,1994,292.2,40,0.4,9
Weinberg & Green,1994,292,41,0.4,1
Hunton & Williams,1994,291.6,42,0.4,4
Jones Day Reavis & Pogue,1994,275.6,43,0.4,8
Gibson Dunn & Crutcher,1994,271.7,44,0.4,5
Milbank Tweed Hadley & McCloy,1994,268.5,45,0.4,5
White & Case LLP,1994,243.7,46,0.3,6
Kirkland & Ellis,1994,238.8,47,0.3,5
"Smith, Gill",1994,230,48,0.3,1
Reboul MacMurray Hewitt Maynard & Kristol,1994,215.6,49,0.3,2
Winston & Strawn,1994,207.3,50,0.3,2
Dewey Ballantine,1994,206.8,51,0.3,1
Robinson Bradshaw & Hinson,1994,202.3,52,0.3,1
Testa Hurwitz & Thibeault,1994,201.9,53,0.3,8
Reid & Priest,1994,200.4,54,0.3,3
"Kaye, Scholer, Fierman, Hays & Handler",1994,195.4,55,0.3,4
Brobeck Phleger & Harrison LLP,1994,195.3,56,0.3,9
Philippi Yrarrazaval Pulido Langlois & Brunner,1994,187.9,57,0.3,2
Baker & Botts,1994,186.4,58,0.2,3
Cooley Godward Castro Huddleson & Tatum,1994,184,59,0.2,12
Waller Lansden Dortch & Davis,1994,182.4,60,0.2,3
"Pryor, Cashman, Sherman & Flynn",1994,181.1,61,0.2,1
Smith Helms Mulliss & Moore,1994,178.7,62,0.2,3
Morgan Lewis & Bockius,1994,173.1,63,0.2,7
Individual,1994,172.5,64,0.2,27
Gardner Carton & Douglas,1994,171.3,65,0.2,2
Linklaters (Old),1994,167,66,0.2,1
"Chadbourne, Parke, Whiteside & Wolff",1994,163.5,67,0.2,1
Ballard Spahr Andrews & Ingersoll,1994,155,68,0.2,4
Haythe & Curley,1994,142.3,69,0.2,2
Waring & Cox,1994,137.6,70,0.2,1
Baer Marks & Upham Inc,1994,135.8,71,0.2,6
"Winstead, Sechrest & Minick",1994,131.7,72,0.2,2
Lindquist & Vennum,1994,130.6,73,0.2,5
Fulbright & Jaworski,1994,126.1,74,0.2,9
Kronish Lieb Weiner & Hellman,1994,125.5,75,0.2,2
Honigman Miller Schwartz And Cohn,1994,120,76,0.2,2
Bingham Dana & Gould,1994,118.9,77,0.2,2
Covington & Burling,1994,116.4,78,0.2,2
Perkins Coie,1994,110.8,79,0.1,4
Bose McKinney & Evans,1994,107.1,80,0.1,2
Rosenman & Colin,1994,104.5,81,0.1,3
"Sirote & Permutt, P.C.",1994,104.4,82,0.1,1
Gray Cary Ware & Freidenrich,1994,103.9,83,0.1,6
Nixon Hargrave Devans & Doyle,1994,102.8,84,0.1,1
Stradley Ronon Stevens & Young,1994,100.5,85,0.1,2
Loeff Claeys Verbeke,1994,100,86,0.1,1
Gordon Altman Butowsky Weitzen Shalov & Wein,1994,99.2,87,0.1,1
Mcdermott Will & Emery,1994,95,88,0.1,2
Brobeck Hale & Dorr International,1994,94.6,89,0.1,3
"LeClair, Ryan, Joynes, Epps, & Framme",1994,92.4,90,0.1,1
McGuire Woods Battle & Boothe,1994,91.2,91,0.1,2
Mallinick Ress Richman & Closenberg,1994,90,92,0.1,1
Bracewell & Patterson,1994,86.6,93,0.1,1
"Cooperman Levitt & Winikoff, P.C.",1994,84.4,94,0.1,1
Powell Goldstein Frazer & Murphy,1994,84.2,95,0.1,3
O Sullivan Graer & Karabell LLP,1994,83.5,96,0.1,2
Yigal Arnon & Co,1994,81.1,97,0.1,5
Kelley Drye & Warren,1994,80.4,98,0.1,4
"McDonnell, Boyd, Smith & Solmson",1994,79,99,0.1,1
Curtis Mallet-Prevost Colt & Mosle,1994,78.8,100,0.1,3
"Tonkon, Torp, Galen, Marmaduke",1994,77.3,101,0.1,1
"Stribling, CUnningham, Newlin & Porter",1994,75.7,102,0.1,2
C & C Law Offices,1994,75.4,103,0.1,1
"Akin, Gump, Strauss, Hauer & Feld",1994,73.6,104,0.1,4
Scudder Law Firm,1994,72.1,105,0.1,1
Hutchins & Wheeler,1994,70.4,106,0.1,1
Gardere & Wynne,1994,70,107,0.1,1
Dickstein Shapiro & Morin,1994,69.9,108,0.1,1
Shea & Gould,1994,69.6,109,0.1,2
Fenwick & West LLP,1994,67.8,110,0.1,4
Fredrikson & Byron,1994,67.4,111,0.1,5
Foley & Lardner,1994,67.3,112,0.1,5
Long Aldridge & Norman LLP,1994,66.2,113,0.1,3
Alston & Bird,1994,64.9,114,0.1,3
Troy & Gould Professional Corp.,1994,64.5,115,0.1,3
Hughes & Luce LLP,1994,64.2,116,0.1,4
"Nexsen, Pruet, Jacobs & Pollard",1994,62.2,117,0.1,2
"Kahn, Kleinman, Yanowitz & Arnson Co., L.P.A.",1994,62,118,0.1,1
"Jeffer, Mangels, Butler & Marmaro",1994,60.5,119,0.1,3
"Miro, Miro & Weiner",1994,60,120,0.1,1
Stinson Mag & Fizzell,1994,58.8,121,0.1,2
"Richards, O'Neil & Allegaert",1994,57.1,122,0.1,1
Bass Berry & Sims PLC,1994,56.6,123,0.1,2
Moore & Van Allen PLLC,1994,56.3,124,0.1,2
Winthrop & Weinstine,1994,56,125,0.1,4
Arter & Hadden,1994,55.6,126,0.1,4
Blake Cassels & Graydon,1994,55.1,127,0.1,2
Conyers Dill & Pearman,1994,55,128,0.1,1
"Cadwalader, Wickersham & Taft",1994,53.4,129,0.1,1
Foley Hoag & Eliot LLP,1994,53,130,0.1,4
"Carter, Ledyard & Milburn",1994,50.3,131,0.1,1
Harwell Howard Hyne Gabbert & Manner PC,1994,49.9,132,0.1,1
"Davis, Graham & Stubbs",1994,49.5,133,0.1,4
Sidley & Austin,1994,49,134,0.1,1
"Kramer Levin Naftalis Nessen, Kamin & Frankel",1994,48.8,135*,0.1,1
Thacher Proffitt & Wood,1994,48.8,135*,0.1,1
Lowenstein Sandler Kohl Fisher & Boylan,1994,47.4,137,0.1,1
Chapman & Cutler,1994,45,138,0.1,2
McCarthy Tetrault,1994,43.9,139,0.1,1
Conner & Winters,1994,43,140,0.1,2
"Choate, Hall & Stewart LLP",1994,42.4,141*,0.1,4
Pillsbury Madison & Sutro,1994,42.4,141*,0.1,2
Porter Wright Morris & Arthur,1994,42.3,143,0.1,1
Ehrenreich & Krause,1994,42,144,0.1,1
"Kinsella,Boesch,Fujikawa & Towle",1994,41.9,145,0.1,1
"Cruzat, Ortuzar & Mackenna",1994,41.1,146,0.1,1
Miller & Martin,1994,40.6,147,0.1,1
Ellis Funk Goldberg & Labovitz,1994,40.5,148,0.1,1
Rosenstein Fist & Ringold,1994,40.3,149,0.1,1
Parker Chapin Flattau & Klimpl,1994,39.4,150,0.1,5
"Smith, Anderson, Blount, Dorsett",1994,39,151,0.1,1
Stoel Rives Boley Jones & Grey,1994,36.6,152,0.1,4
"Dewey, Ballantine, Bushby, Palmer & Wood",1994,36,153,0.1,1
Fennemore Craig P.C.,1994,35.7,154,0.1,1
Snell & Wilmer,1994,35.2,155,0.1,1
"Levett,Rockwood & Sanders",1994,35.1,156,0.1,1
"Day, Berry & Howard",1994,34.7,157,0.1,1
Battle Fowler,1994,34.5,158*,0.1,2
"Paul, Hastings, Janofsky & Walker",1994,34.5,158*,0.1,1
"Tenzer, Greenblatt, Fallon & Kaplan",1994,34.5,158*,0.1,4
Katten Muchin & Zavis,1994,34.1,161,0,2
Baker & Daniels,1994,32.7,162,0,1
Ware & Freidenrich,1994,32.5,163,0,1
"Johnson & Wortley, P.C.",1994,32,164,0,2
Blackwell Sanders Matheny Weary & Lombardi,1994,31.7,165,0,1
Briggs & Morgan,1994,31.6,166,0,1
"Pollet, Skousen & Woodberry",1994,31,167,0,1
Petree Stockton,1994,30,168*,0,1
Ritchie & Rediker,1994,30,168*,0,1
Schifino & Fleischer,1994,30,168*,0,1
Altheimer & Gray,1994,29.9,171*,0,2
Baker Worthington Crossley & Stansberry,1994,29.9,171*,0,1
"Bachner, Tally, Polevoy & Misher",1994,29.5,173,0,3
Holland & Knight LLP,1994,29.3,174,0,2
Greenberg Traurig Hoffman Lipoff Rosen & Quentel,1994,29.2,175,0,8
Vanderkam & Sanders,1994,28.5,176,0,2
"Shartsis, Friese & Ginsburg LLP",1994,28.4,177,0,1
Cohen Swados Wright Hanifin Bradford & Brett,1994,27.7,178,0,1
Gipson Hoffman Pancione,1994,27,179,0,1
Whiteford Taylor Preston,1994,26.2,180,0,1
"O'Connor, Broude & Aronson",1994,26.1,181,0,3
Shereff Friedman Hoffman & Goodman,1994,25.8,182,0,2
Mills & Mills,1994,25.7,183,0,1
"Holtzmann,Wise & Shepard",1994,25.3,184,0,2
Hahn & Hessen,1994,25,185,0,1
"Ryley, Carlock & Applewhite",1994,24.8,186,0,1
"Sirote,Permutt,Friend,Friedman",1994,24.5,187,0,1
Drinker Biddle & Reath LLP,1994,24.4,188,0,2
Zimet Haines Moss & Friedman,1994,23.4,189,0,3
"Vorys, Sater, Seymour & Pease",1994,23,190,0,1
Reed Smith Shaw & McClay,1994,22.6,191*,0,2
Wolf Block Schorr & Solis-Cohen LLP,1994,22.6,191*,0,3
Steel Hector & Davis (FL),1994,22.5,193,0,3
Pepper Hamilton & Scheetz,1994,22.4,194,0,1
Brown Rudnick Freed & Gesmer,1994,22.1,195,0,1
Proskauer Rose Goetz & Mendelson,1994,21.4,196,0,3
Parsinen Bowman & Levy PA,1994,21.2,197,0,1
Holme Roberts & Owen,1994,20.7,198,0,2
Palmer & Dodge,1994,20.5,199,0,1
Wyatt Tarrant & Combs,1994,20.1,200,0,1
Davis Polk & Wardwell,1995,6619.4,1,11,8
"Skadden, Arps, Slate, Meagher & Flom",1995,2674.6,2,4.4,10
Debevoise & Plimpton,1995,2011.4,3,3.3,4
Shearman & Sterling,1995,1958.2,4,3.3,5
Wilson Sonsini Goodrich & Rosati,1995,1761,5,2.9,37
Kirkland & Ellis,1995,1627.5,6,2.7,10
White & Case LLP,1995,1253.2,7,2.1,5
General Counsel,1995,1239.3,8,2.1,8
Weil Gotshal & Manges,1995,935.4,9,1.6,4
Latham & Watkins,1995,901.3,10,1.5,8
Sullivan & Cromwell,1995,895.1,11,1.5,6
Baker & McKenzie,1995,851.4,12,1.4,4
Willkie Farr & Gallagher,1995,850,13,1.4,6
Fried Frank Harris Shriver & Jacobson,1995,836,14,1.4,3
Gibson Dunn & Crutcher,1995,810.1,15,1.3,5
Baker & Botts,1995,795,16,1.3,5
Brobeck Phleger & Harrison LLP,1995,726.7,17,1.2,19
"Cravath, Swaine & Moore",1995,571.7,18,1,1
