FirmName,Year,EquityBonds Revenue,EquityBonds Rank,EquityBonds Market Share,"EquityBonds Number of Issues"
Squire Sanders LLP,2013,3745.4,88,0.1,9
Troutman Sanders LLP,2013,3685.5,89,0.1,20
Morrison & Foerster,2013,3602.4,90,0.1,16
Osler Hoskin & Harcourt LLP,2013,3600.5,91,0.1,3
Milbank Tweed Hadley & McCloy,2013,3577.3,92,0.1,10
Nixon Peabody LLP,2013,3476.3,93,0.1,6
Hughes Hubbard & Reed,2013,3347.8,94,0.1,4
Mcdermott Will & Emery,2013,3340.1,95,0.1,3
"Bryan, Cave, McPheeters & McRoberts",2013,3248.3,96,0.1,2
Fulbright & Jaworski,2013,3076,97,0.1,13
Moore & Van Allen PLLC,2013,3075.1,98,0.1,3
"Souza, Cescon, Barrieu & Flesch Advogados",2013,3047.4,99,0.1,5
Polsinelli Shughart PC,2013,2948.1,100,0.1,3
Shearman & Sterling,2013,2785.7,101,0.1,4
Squire Sanders & Dempsey (US) LLP,2013,2749.5,102,0.1,3
Baker & Hostetler LLP,2013,2687.4,103,0.1,11
Bryan Cave LLP,2013,2639.1,104,0.1,9
Dentons,2013,2600.5,105,0.1,7
Ledgewood Law Firm PC,2013,2544.3,106,0.1,11
Duane Morris LLP,2013,2452.2,107,0.1,8
"Saul, Ewing, Remick & Saul",2013,2285.4,108,0.1,6
Drinker Biddle & Reath LLP,2013,2252.8,109,0.1,5
Linklaters,2013,2215.2,110,0.1,2
Robinson Bradshaw & Hinson,2013,2062.8,111,0,5
Locke Lord Bissell & Liddell,2013,1914.4,112,0,10
Troutman Sanders Lockerman & Ashmore,2013,1882.7,113,0,3
Ballard Spahr Andrews & Ingersoll,2013,1814.1,114,0,16
"Akerman, Senterfitt & Edison",2013,1722.7,115,0,9
Nagashima Ohno & Tsunematsu,2013,1718.7,116,0,6
Anderson Mori & Tomotsune,2013,1711.4,117,0,12
"Shumaker, Loop & Kendrick (OH)",2013,1701.5,118,0,2
Holland & Hart,2013,1678.3,119,0,6
Pepper Hamilton LLP,2013,1643.1,120,0,9
Mintz Levin Cohn Ferris Glovsky & Popeo,2013,1552.7,121,0,17
Harney Westwood & Riegels,2013,1537.5,122,0,1
McDermott Will & Emery,2013,1474.1,123,0,4
Fasken Martineau DuMoulin LLP,2013,1465,124,0,3
Baker & McKenzie,2013,1390.8,125,0,10
Loyens & Loeff,2013,1362.7,126,0,2
Chadbourne & Parke,2013,1283.2,127,0,3
"Stinson, Morrison, Hecker LLP",2013,1237.7,128,0,6
"Smith,Anderson,Blount,Dorsett and Jernigan",2013,1190,129,0,3
"Silver, Freedman & Taff",2013,1090.2,130,0,3
Schiff Hardin LLP,2013,1063.6,131,0,5
Gunderson Dettmer Stough Villeneuve Franklin&Hachi,2013,1056.3,132,0,9
Edwards Wildman Palmer LLP,2013,1046.6,133,0,7
Seyfarth Shaw LLP,2013,1040.7,134,0,7
"Nelson, Mullins, Riley & Scarborough",2013,1030.4,135,0,4
Stroock & Stroock & Lavan,2013,1027.6,136,0,5
Stevens & Lee P.C.,2013,1018.5,137,0,1
Lowenstein Sandler PC,2013,1001.2,138,0,17
Heenan Blaikie,2013,1000,139*,0,1
Lackowicz Shier & Hoffman,2013,1000,139*,0,1
Jackson Walker LLP,2013,999.4,141,0,4
Kane Kessler,2013,991.1,142,0,5
Womble Carlyle Sandridge & Rice PLLC,2013,990,143,0,9
Porter Hedges LLP,2013,960.3,144,0,4
McCarthy Tetrault,2013,958.3,145,0,2
Haynes & Boone,2013,937.9,146,0,8
Conyers Dill & Pearman,2013,932.4,147,0,5
Cox & Palmer,2013,900,148,0,1
Jia Yuan Law Offices,2013,885.8,149,0,1
McKenna Long & Aldridge LLP,2013,825,150,0,2
Husch Blackwell Sanders LLP,2013,800,151,0,3
"Leonard, Street & Deinard",2013,789.4,152,0,5
Brownstein Hyatt Farber Schreck,2013,783.5,153,0,10
"Wyrick, Robbins, Yates & Ponton",2013,757.5,154,0,9
Lane & Waterman,2013,750,155,0,1
De Brauw Blackstone Westbroek,2013,741.4,156*,0,1
Slaughter and May,2013,741.4,156*,0,1
"Sheppard, Mullin, Richter & Hampton",2013,717.4,158,0,4
"Lewis, Rice & Fingersh",2013,690.1,159,0,2
Norton Rose Fulbright,2013,673.9,160,0,6
Warner Norcross & Judd,2013,667.6,161,0,4
Stikeman Elliott,2013,664.1,162,0,2
"Sichenzia Ross & Friedman, LLP",2013,661.2,163,0,25
Goodmans,2013,650,164,0,2
Bennett Jones,2013,648.2,165,0,2
"Callister, Nebeker & McCullough",2013,638.9,166,0,4
"Vorys, Sater, Seymour & Pease",2013,613.2,167,0,4
"Woodburn, Wedge",2013,610,168,0,2
Buchanan Ingersoll & Rooney,2013,591.9,169,0,3
Godfrey & Kahn,2013,588.4,170,0,5
Gable & Gotwals,2013,570.5,171,0,1
Thomas & Libowitz PA,2013,554.5,172,0,1
Akerman LLP,2013,542.8,173,0,2
Arthur Cox,2013,535,174,0,3
Reed Smith LLP,2013,533.1,175,0,6
"Davis, Graham & Stubbs",2013,527,176,0,7
"Mitchell, Williams, Selig, Gates & Woodyard",2013,523.5,177,0,2
"Taft, Stettinius & Hollister (OH)",2013,518.6,178,0,2
Wiggin & Dana,2013,517,179,0,5
Kutak Rock,2013,511.3,180,0,2
"Paul, Hasting & Janofsky",2013,507,181,0,3
Thompson Hine LLP,2013,503.3,182,0,4
Adams & Reese LLP,2013,500,183*,0,1
Balch & Bingham LLP,2013,500,183*,0,1
"Cook, Yancey, King & Galloway (IN)",2013,500,183*,0,1
McCarter & English,2013,500,183*,0,1
McInnes Cooper & Robertson,2013,500,183*,0,1
Proskauer Rose Goetz & Mendelson,2013,500,183*,0,1
Thompson Coburn,2013,499.3,189,0,1
Lowenstein Sandler Kohl Fisher & Boylan,2013,498.7,190,0,1
McGuire Woods Battle & Boothe,2013,498.4,191,0,1
Lefosse Advogados,2013,497.5,192,0,1
"Akin, Gump, Hauer & Feld",2013,497.4,193,0,1
Snell & Wilmer,2013,492.7,194,0,5
Meitar Liquornik Geva & Co,2013,491.3,195,0,2
Kramer Levin Naftalis & Frankel,2013,480.5,196,0,5
Dykema Gossett,2013,476.8,197,0,6
Patton Boggs,2013,458.8,198,0,3
Stradley Ronon Stevens & Young,2013,456.8,199,0,4
Oppenheimer Wolff & Donnelly,2013,452.5,200,0,2
"Cadwalader, Wickersham & Taft",2014,373021.7,1,6.8,88
Sidley Austin LLP,2014,308510.8,2,5.6,143
Davis Polk & Wardwell,2014,276028,3,5,87
Cleary Gottlieb Steen & Hamilton,2014,194020.6,4,3.5,45
"Skadden, Arps, Slate, Meagher & Flom",2014,176287.8,5,3.2,120
Kirkland & Ellis,2014,152871.8,6,2.8,98
Simpson Thacher & Bartlett,2014,124269.9,7,2.3,97
Mayer Brown LLP,2014,123819.9,8,2.3,55
Gibson Dunn & Crutcher,2014,115706.2,9,2.1,70
Bracewell & Giuliani,2014,90549.3,10,1.7,22
Latham & Watkins,2014,90268.9,11,1.7,157
Sullivan & Cromwell,2014,87942.1,12,1.6,45
Hogan Lovells,2014,87847.7,13,1.6,10
Wachtell Lipton Rosen & Katz,2014,72589.5,14,1.3,31
Orrick Herrington & Sutcliffe LLP,2014,72064.8,15,1.3,41
Vinson & Elkins LLP,2014,64701.7,16,1.2,119
Mayer Brown & Platt,2014,64105,17,1.2,20
Fenwick & West LLP,2014,61294.2,18,1.1,25
White & Case LLP,2014,53267.3,19,1,24
"Cravath, Swaine & Moore",2014,48500.8,20,0.9,20
Willkie Farr & Gallagher,2014,42824.7,21,0.8,46
Shearman & Sterling LLP,2014,38497.1,22,0.7,27
Proskauer Rose LLP,2014,37439.3,23,0.7,26
Clifford Chance,2014,37052.6,24,0.7,13
Bingham McCutchen LLP,2014,36161.9,25,0.7,33
Hunton & Williams,2014,35432.8,26,0.7,54
General Counsel,2014,34601,27,0.6,199
Jones Day,2014,33517.3,28,0.6,32
Venable LLP,2014,33113.6,29,0.6,102
Weil Gotshal & Manges,2014,32211.3,30,0.6,22
Debevoise & Plimpton,2014,31850.7,31,0.6,22
McGuireWoods LLP,2014,30722.7,32,0.6,13
Skadden,2014,26811.5,33,0.5,19
Milbank Tweed Hadley & McCloy,2014,25197.9,34,0.5,11
Andrews Kurth LLP,2014,25083.5,35,0.5,37
Hogan Lovells US LLP,2014,24961.2,36,0.5,42
Fried Frank Harris Shriver & Jacobson,2014,24089.7,37,0.4,21
Morgan Lewis & Bockius,2014,22097.9,38,0.4,47
Wilson Sonsini Goodrich & Rosati,2014,21922.4,39,0.4,53
Maples & Calder,2014,20863.6,40,0.4,12
Covington & Burling,2014,18652.3,41,0.3,12
"Akin, Gump, Strauss, Hauer & Feld",2014,17435.6,42,0.3,40
Wilmer Cutler & Pickering,2014,15315.6,43,0.3,34
DLA Piper LLP,2014,14394.1,44,0.3,45
Dechert,2014,12226.1,45,0.2,26
Foley & Lardner,2014,11519.7,46,0.2,29
Freshfields Bruckhaus Deringer,2014,11447.4,47,0.2,9
Baker & Hostetler LLP,2014,10564.7,48,0.2,15
"Paul, Weiss",2014,10490.5,49,0.2,30
Baker Botts LLP,2014,9478.5,50,0.2,26
Sutherland Asbill & Brennan LLP,2014,9425.1,51,0.2,43
Cooley LLP,2014,9116.7,52,0.2,86
Perkins Coie,2014,8971.9,53,0.2,13
Pillsbury Winthrop Shaw Pitt LLP,2014,8798.3,54,0.2,34
King & Spalding,2014,8771.9,55,0.2,8
Winston & Strawn,2014,8698.3,56,0.2,21
Fredrikson & Byron,2014,8447.4,57,0.2,4
Goodwin Procter LLP,2014,7826.5,58,0.1,59
Ropes & Gray,2014,7704,59,0.1,33
Jenner & Block,2014,7458.5,60,0.1,2
Alston & Bird,2014,7156.7,61,0.1,17
Baker & Botts,2014,7097.8,62,0.1,5
Walkers,2014,6737.5,63,0.1,2
O'Melveny & Myers,2014,6732,64,0.1,24
Dorsey & Whitney LLP,2014,6658.9,65,0.1,15
Richards Layton & Finger,2014,6645.7,66,0.1,9
King & Wood Mallesons,2014,6529.6,67,0.1,7
Baker & McKenzie,2014,5759.9,68,0.1,19
Proskauer Rose Goetz & Mendelson,2014,5458.3,69,0.1,5
Edwards Wildman Palmer LLP,2014,5187.8,70,0.1,4
Troutman Sanders LLP,2014,5001.3,71,0.1,12
Anderson Mori & Tomotsune,2014,4850.6,72,0.1,10
Shipman & Goodwin,2014,4700,73,0.1,1
Ballard Spahr Andrews & Ingersoll,2014,4425.4,74,0.1,17
"Kaye, Scholer LLP",2014,4124.6,75,0.1,10
Conyers Dill & Pearman,2014,4068.7,76,0.1,12
Allen & Overy,2014,4004.1,77,0.1,3
Fulbright & Jaworski,2014,3899.5,78,0.1,12
Stibbe,2014,3820.5,79,0.1,2
Faegre Baker Daniels LLP,2014,3589.3,80,0.1,11
Paul Hastings LLP,2014,3518.5,81,0.1,19
K&L Gates,2014,3391.6,82,0.1,21
Sullivan & Worcester LLP,2014,3322.6,83,0.1,11
Haynes & Boone,2014,3306.6,84,0.1,13
Clifford Chance US LLP,2014,3049.3,85,0.1,16
Bass Berry & Sims PLC,2014,3013.6,86,0.1,16
Shearman & Sterling,2014,2987.1,87,0.1,1
Homburger,2014,2983.1,88,0.1,1
Morrison & Foerster,2014,2930.9,89,0.1,21
Squire Sanders LLP,2014,2893.6,90,0.1,5
Hughes Hubbard & Reed,2014,2756.9,91,0.1,5
Mourant Ozannes,2014,2746.9,92,0.1,1
Dentons,2014,2684.4,93,0.1,16
"Weil, Gotshal & Manges - Pawel Rymarz SK",2014,2575.2,94,0.1,2
Torys,2014,2475.7,95,0.1,2
Munger Tolles & Olson,2014,2443.6,96,0,3
Thompson Coburn,2014,2439,97,0,2
Cassels Brock & Blackwell LLP,2014,2361.7,98,0,3
McGuire Woods Battle & Boothe,2014,2360.4,99,0,2
Greenberg Traurig,2014,2309.5,100,0,25
Holland & Hart,2014,2284.7,101,0,7
Squire Patton Boggs LLP,2014,2271.7,102,0,10
Osler Hoskin & Harcourt LLP,2014,2164.4,103,0,1
Cahill Gordon & Reindel,2014,2140.7,104,0,4
"Shumaker, Loop & Kendrick (OH)",2014,2140.2,105,0,2
Sherman & Howard,2014,1996.6,106,0,1
Pepper Hamilton LLP,2014,1969.3,107,0,11
"Lewis, Rice & Fingersh",2014,1929.3,108,0,7
"Barack,Ferrazzano,Kirschbaum & Perlman",2014,1900,109*,0,4
Miles & Stockbridge,2014,1900,109*,0,2
Lackowicz Shier & Hoffman,2014,1850,111,0,2
Nixon Peabody LLP,2014,1803.2,112,0,5
"Smith,Anderson,Blount,Dorsett and Jernigan",2014,1766.5,113,0,5
Morris Nichols Arsht & Tunnell,2014,1652.8,114,0,3
Goodmans,2014,1625,115,0,2
Blake Cassels & Graydon,2014,1586,116,0,2
Arnold & Porter,2014,1560,117,0,9
Norton Rose Fulbright,2014,1528.5,118,0,5
Brownstein Hyatt Farber Schreck,2014,1472.4,119,0,5
Chapman & Cutler,2014,1461,120,0,2
Ledgewood Law Firm PC,2014,1438.5,121,0,14
Kramer Levin Naftalis & Frankel,2014,1436.2,122,0,6
Stroock & Stroock & Lavan,2014,1394.9,123,0,6
WilmerHale,2014,1362.6,124,0,10
"Mitchell, Silberberg & Knupp",2014,1340.2,125,0,1
Locke Lord LLP,2014,1302.2,126,0,7
Linklaters,2014,1301.9,127,0,8
Mintz Levin Cohn Ferris Glovsky & Popeo,2014,1269.9,128,0,21
Bryan Cave LLP,2014,1262.6,129,0,10
"Saul, Ewing, Remick & Saul",2014,1250.4,130,0,4
Kutak Rock,2014,1206,131,0,5
Hodgson Russ LLP,2014,1100,132,0,1
Duane Morris LLP,2014,1097.3,133,0,15
Waller Lansden Dortch & Davis,2014,1081.3,134,0,7
De Brauw Blackstone Westbroek NV,2014,1048.7,135,0,1
Luse Lehman Gorman Pomerenk & Schick,2014,1005.8,136,0,3
Gunderson Dettmer Stough Villeneuve Franklin&Hachi,2014,1003.4,137,0,9
WongPartnership LLP,2014,1000,138,0,1
Holland & Knight LLP,2014,917.9,139,0,6
Ellenoff Grossman Schole & Cyruli,2014,912.9,140,0,10
Harney Westwood & Riegels,2014,902.6,141,0,2
Katten Muchin Rosenman LLP,2014,898.2,142,0,7
Bennett Jones,2014,859.1,143,0,2
"Dorr, Baird & Lightner (MO)",2014,847.8,144,0,1
Locke Lord Bissell & Liddell,2014,837.6,145,0,5
Skadden Arps Slate Meagher & Flom (International),2014,823.6,146,0,6
"Sheppard, Mullin, Richter & Hampton",2014,818.5,147,0,2
Carey Olsen,2014,800,148,0,1
Nagashima Ohno & Tsunematsu,2014,783.6,149,0,3
