FirmName,Year,MnA Revenue,MnA Rank,MnA Market Share,Mna Num Of Deals
Cahill Gordon & Reindel,2010,13362.7,60,1.6,2
Schulte Roth & Zabel LLP,2010,13333.2,61,1.5,16
Morgan Lewis & Bockius,2010,13058.1,62,1.5,99
Howrey LLP,2010,11871.9,63,1.4,3
Richards Layton & Finger,2010,11806.8,64,1.4,7
Fulbright & Jaworski,2010,11515.6,65,1.3,75
Hunton & Williams,2010,11327,66,1.3,34
De Brauw Blackstone Westbroek,2010,11295,67,1.3,8
Shuman Law Firm,2010,11041.6,68,1.3,1
Baker & Hostetler LLP,2010,10919.6,69,1.3,14
Levy & Salomao Advogados,2010,10759.5,70,1.3,6
Morris Nichols Arsht & Tunnell,2010,10757.6,71,1.3,3
Gardere Wynne Sewell LLP,2010,9806.3,72,1.1,15
Goodwin Procter LLP,2010,9387.8,73,1.1,93
Barbosa Mussnich & Aragao,2010,9330.6,74,1.1,13
Hengeler Mueller,2010,9192.9,75,1.1,8
Bracewell & Giuliani,2010,9120.9,76,1.1,24
Fenwick & West LLP,2010,8968.8,77,1,103
Bryan Cave LLP,2010,8741.5,78,1,90
Allen & Overy,2010,8545.8,79,1,45
"Paul, Hastings, Janofsky & Walker",2010,8487.5,80,1,87
King & Spalding,2010,8397.7,81,1,46
Proskauer Rose LLP,2010,8348.4,82,1,24
Cooley Godward LLP,2010,8162.3,83,0.9,39
DLA Piper LLP,2010,7815.4,84,0.9,165
Goodmans,2010,7535.1,85,0.9,15
Johnson Winter & Slattery,2010,7488.8,86,0.9,5
Mori Hamada & Matsumoto,2010,6704.3,87,0.8,13
Squire Sanders & Dempsey (US) LLP,2010,6683.3,88,0.8,56
Freehills,2010,6424.8,89,0.7,13
WilmerHale,2010,6104.8,90,0.7,44
Reed Smith LLP,2010,6030.2,91,0.7,18
Nagashima Ohno & Tsunematsu,2010,5704.9,92,0.7,8
Legance Studio Legale Associato,2010,5684.1,93,0.7,5
Stikeman Elliott,2010,4635.5,94,0.5,38
Osborne Clarke,2010,4581.2,95,0.5,10
Ashurst,2010,4394.6,96,0.5,16
Holland & Knight LLP,2010,4318.6,97,0.5,5
Fraser Milner Casgrain,2010,4260.6,98,0.5,5
Cassels Brock & Blackwell LLP,2010,4253,99,0.5,8
Skadden,2010,4175.2,100,0.5,6
Godfrey & Kahn,2010,4095,101,0.5,1
"Cadwalader, Wickersham & Taft",2010,4060.1,102,0.5,7
Milbank Tweed Hadley & McCloy,2010,3976.7,103,0.5,10
Homburger,2010,3941.5,104,0.5,4
"Kleinberg, Kaplan, Wolff & Cohen",2010,3925,105*,0.5,1
Miller Thomson,2010,3925,105*,0.5,1
Davies Ward Phillips & Vineberg LLP,2010,3913.5,107,0.5,17
Ogilvy Renault,2010,3803.5,108,0.4,12
Luthra & Luthra Law Offices,2010,3763.5,109,0.4,3
Minter Ellison,2010,3752.8,110,0.4,17
NautaDutilh,2010,3736.2,111,0.4,6
Foley & Lardner,2010,3717.3,112,0.4,18
Roschier,2010,3716.9,113,0.4,6
Stephenson Harwood,2010,3712.9,114,0.4,2
Bingham McCutchen LLP,2010,3658.7,115,0.4,53
Schoenherr Attorney's at Law,2010,3560.6,116,0.4,7
Roberts & Holland,2010,3533.6,117,0.4,2
"Barack,Ferrazzano,Kirschbaum & Perlman",2010,3516.6,118,0.4,2
Trowers and Hamlins,2010,3514.5,119*,0.4,2
Rifkind & Wharton,2010,3514.5,119*,0.4,4
Corrs Chambers Westgarth,2010,3419.7,121,0.4,2
Skadden Arps Slate Meagher & Flom (International),2010,3373.9,122,0.4,3
Herbert Smith/Gleiss Lutz,2010,3330.4,123,0.4,1
Mannheimer Swartling Advokatbyra,2010,3257.9,124,0.4,12
Thompson Coburn,2010,3162.8,125,0.4,2
AZB & Partners,2010,3151.1,126,0.4,30
Kramer Levin Naftalis & Frankel,2010,3137.6,127,0.4,15
Anderson Mori & Tomotsune,2010,3113.5,128,0.4,6
Thompson Hine LLP,2010,3087.8,129,0.4,5
Lenz & Staehelin,2010,2969.2,130,0.3,5
Cuatrecasas,2010,2858.3,131,0.3,8
Allen & Gledhill,2010,2853.8,132,0.3,7
Winston & Strawn,2010,2772.6,133,0.3,12
Fasken Martineau DuMoulin LLP,2010,2704.6,134,0.3,29
Bass Berry & Sims PLC,2010,2670,135,0.3,5
SJ Berwin,2010,2579.6,136,0.3,7
Edwards Angell Palmer & Dodge,2010,2564.4,137,0.3,9
Norton Rose,2010,2341.5,138,0.3,12
Bredin Prat,2010,2311.6,139,0.3,5
Holland & Hart,2010,2290,140,0.3,5
Jenner & Block,2010,2260.9,141,0.3,3
Garrigues,2010,2230,142,0.3,5
Cortes Abogados SCR,2010,2220,143,0.3,1
McDermott Will & Emery,2010,2167.1,144,0.3,18
ENSafrica,2010,2153.9,145,0.3,1
Macfarlanes,2010,2114.7,146,0.2,5
"Akerman, Senterfitt & Edison",2010,2076.5,147,0.2,5
Troutman Sanders LLP,2010,2023.8,148,0.2,4
Gide Loyrette Nouel,2010,1979.6,149,0.2,7
Nixon Peabody LLP,2010,1930.6,150,0.2,23
Berwin Leighton Paisner,2010,1895.8,151,0.2,9
Manatt Phelps & Phillips,2010,1881,152,0.2,14
Hannes Snellman,2010,1863.3,153,0.2,2
Hogan & Hartson,2010,1863.1,154,0.2,15
Chiomenti Studio Legal,2010,1822,155,0.2,5
"Young,Conaway,Stargatt & Taylor",2010,1800,156,0.2,1
Gilbert + Tobin,2010,1768.9,157,0.2,4
"Johnson, Allen, Jones & Dornblaser",2010,1660.7,158,0.2,1
Cuatrecasas Abogads SRL,2010,1656,159,0.2,3
Kinstellar,2010,1600,160,0.2,2
DLA,2010,1579.3,161,0.2,3
Khaitan & Co,2010,1570.6,162,0.2,11
De Pardieu Brocas Maffei,2010,1564.8,163,0.2,4
Orrick Herrington & Sutcliffe LLP,2010,1557.5,164,0.2,25
Fredrikson & Byron,2010,1556.7,165,0.2,6
Travers Smith,2010,1544.8,166,0.2,1
"Kaye, Scholer LLP",2010,1528.7,167,0.2,3
Faegre & Benson,2010,1524.5,168,0.2,7
LAWIN,2010,1456.2,169,0.2,4
De Brauw Blackstone Westbroek NV,2010,1449.3,170,0.2,4
Hinckley Allen & Snyder,2010,1447.2,171,0.2,1
Pinheiro Neto Advogados,2010,1421.7,172,0.2,14
Yulchon LLC,2010,1402.6,173,0.2,2
Wolf Theiss Rechtsanwaelte,2010,1400,174,0.2,1
Wiersholm Mellbye & Bech DA,2010,1387.6,175,0.2,6
Vedder Price Kaufman & Kammholz,2010,1305.1,176,0.2,1
Allens Arthur Robinson,2010,1299.3,177,0.2,8
Wiggin & Dana,2010,1296,178,0.2,3
Pavia e Ansaldo,2010,1283.8,179,0.2,1
McGuireWoods LLP,2010,1282.2,180,0.2,5
Houthoff Buruma,2010,1277.7,181,0.2,6
Haynes & Boone,2010,1256,182,0.2,7
Borden Ladner Gervais LLP,2010,1232.4,183,0.1,8
Herbert Smith Freehills,2010,1232,184,0.1,1
Dittmar & Indrenius,2010,1189,185,0.1,2
Husch Blackwell Sanders LLP,2010,1162.5,186,0.1,2
Lang Michener,2010,1134.9,187,0.1,3
Bell Gully,2010,1104.1,188,0.1,4
"Souza, Cescon, Avedissian, Barrieu e Flesch",2010,1095,189,0.1,3
William Fry,2010,1080.3,190*,0.1,3
Mason Hayes & Curran,2010,1080.3,190*,0.1,1
Lovells LLP,2010,1070,192,0.1,1
"Smith, Gambrell & Russell",2010,1041.7,193,0.1,1
Stroock & Stroock & Lavan,2010,1025,194,0.1,2
Fangda Partners,2010,1011.2,195,0.1,6
Cochrane Lishman Carson Luscombe,2010,965.9,196,0.1,2
"Penn, Stuart, Eskridge & Jones, P.C. (VA)",2010,961.1,197,0.1,1
Mcdermott Will & Emery,2010,953.7,198,0.1,4
Bar & Karrer,2010,918.9,199,0.1,4
Munger Tolles & Olson,2010,896.1,200,0.1,3
Sullivan & Cromwell,2011,271833.9,1,25.9,94
Simpson Thacher & Bartlett,2011,229822.6,2,21.9,131
Wachtell Lipton Rosen & Katz,2011,227428,3,21.7,74
Dewey & LeBoeuf LLP,2011,187948.1,4,17.9,102
"Skadden, Arps, Slate, Meagher & Flom",2011,185349.5,5,17.7,134
Latham & Watkins,2011,164142.2,6,15.6,204
Davis Polk & Wardwell,2011,153678.1,7,14.6,86
Jones Day,2011,119176.4,8,11.4,291
"Cravath, Swaine & Moore",2011,119133.6,9,11.4,51
Weil Gotshal & Manges,2011,105398.3,10,10,89
Gibson Dunn & Crutcher,2011,88501.1,11,8.4,107
Shearman & Sterling,2011,73408.6,12,7,52
Cleary Gottlieb Steen & Hamilton,2011,70666.3,13,6.7,59
Linklaters,2011,68731.7,14,6.6,40
Baker Botts LLP,2011,63803.5,15,6.1,44
Vinson & Elkins LLP,2011,62036.1,16,5.9,79
Greenberg Traurig,2011,61103.3,17,5.8,81
Kirkland & Ellis,2011,60495.8,18,5.8,222
Fried Frank Harris Shriver & Jacobson,2011,57946.5,19,5.5,57
Morgan Lewis & Bockius,2011,50717.8,20,4.8,103
Dechert,2011,50610.6,21,4.8,52
Blake Cassels & Graydon,2011,48885,22,4.7,48
Freshfields Bruckhaus Deringer,2011,48652.6,23,4.6,43
Debevoise & Plimpton,2011,41230.8,24,3.9,50
Allen & Overy,2011,40286.9,25,3.8,56
Alston & Bird,2011,39418.7,26,3.8,48
Bracewell & Giuliani,2011,36739,27,3.5,18
Shearman & Sterling LLP,2011,34441.4,28,3.3,34
Baker & McKenzie,2011,32666.9,29,3.1,93
Mayer Brown LLP,2011,32011.5,30,3.1,67
Covington & Burling,2011,30501,31,2.9,30
Hogan Lovells,2011,30359,32,2.9,101
Hunton & Williams,2011,29604.4,33,2.8,38
Slaughter and May,2011,29089.8,34,2.8,17
Davies Ward Phillips & Vineberg LLP,2011,28512.3,35,2.7,18
Bingham McCutchen LLP,2011,28408.1,36,2.7,54
Willkie Farr & Gallagher,2011,28006,37,2.7,58
Mori Hamada & Matsumoto,2011,27152.3,38,2.6,9
Morrison & Foerster,2011,27073.4,39,2.6,45
"Cadwalader, Wickersham & Taft",2011,26175.6,40,2.5,7
Ropes & Gray,2011,25809.5,41,2.5,88
Blake Dawson,2011,25733.4,42,2.5,10
Mallesons Stephen Jaques,2011,25564.5,43,2.4,14
King & Spalding,2011,24159.8,44,2.3,80
Lefosse Advogados,2011,23637.5,45,2.3,2
Wilson Sonsini Goodrich & Rosati,2011,22485.1,46,2.1,134
"Paul, Weiss",2011,21340.7,47,2,69
Sidley Austin LLP,2011,21229.5,48,2,73
Homburger,2011,21075.1,49,2,4
O'Melveny & Myers,2011,20120.7,50,1.9,56
Matheson Ormsby Prentice,2011,20117.8,51,1.9,6
Pestalozzi,2011,20097.8,52*,1.9,1
Allens,2011,20097.8,52*,1.9,1
Andrews Kurth LLP,2011,19768,54,1.9,40
Osler Hoskin & Harcourt LLP,2011,19487.4,55,1.9,67
DLA Piper LLP,2011,19429.3,56,1.9,190
Torys,2011,18137.4,57,1.7,17
Clifford Chance,2011,17826.5,58,1.7,50
Squire Sanders & Dempsey (US) LLP,2011,16547.3,59,1.6,53
Gilbert + Tobin,2011,15254.7,60,1.5,6
WilmerHale,2011,14221,61,1.4,55
"Akin, Gump, Strauss, Hauer & Feld",2011,14032.7,62,1.3,45
Arnold & Porter,2011,13967,63,1.3,32
Freehills,2011,13788.1,64,1.3,7
White & Case LLP,2011,13671.9,65,1.3,39
Proskauer Rose LLP,2011,12572,66,1.2,15
Ashurst,2011,12196,67,1.2,13
McCarthy Tetrault,2011,11721.2,68,1.1,29
Kim & Chang,2011,11586.7,69,1.1,14
NautaDutilh,2011,11514.3,70,1.1,12
Herbert Smith/Gleiss Lutz/Stibbe,2011,11456.3,71,1.1,21
Munger Tolles & Olson,2011,11359.5,72,1.1,5
Troutman Sanders LLP,2011,11051.5,73,1.1,17
Morris Nichols Arsht & Tunnell,2011,10756,74,1,6
Loyens & Loeff,2011,10579.8,75,1,6
Norton Rose,2011,9761.3,76,0.9,26
Loeb & Loeb,2011,9366.8,77,0.9,5
Stikeman Elliott,2011,9349.7,78,0.9,35
Potter Anderson & Corroon (DE),2011,9159.4,79,0.9,3
Uria Menendez,2011,7952.5,80,0.8,10
Fenwick & West LLP,2011,7856.5,81,0.8,81
A&L Goodbody,2011,7810.7,82,0.7,20
Locke Lord Bissell & Liddell,2011,7423.2,83,0.7,5
K&L Gates,2011,7292.9,84,0.7,97
William Fry,2011,7291.8,85,0.7,12
Advokatfirman Vinge,2011,7189.6,86,0.7,8
"Paul, Hastings, Janofsky & Walker",2011,7128.3,87,0.7,31
Raidla Lejins & Norcous,2011,6838.5,88,0.7,5
Skadden,2011,6485.8,89,0.6,8
Ashurst LLP,2011,6236.2,90,0.6,5
Bryan Cave LLP,2011,6199.7,91,0.6,102
Cooley Godward Kronish LLP,2011,6060.9,92,0.6,42
Dorsey & Whitney LLP,2011,6036.4,93,0.6,127
Jones Walker Waechter Poitevent Carrere & Denegre,2011,5910.3,94,0.6,5
Fraser Milner,2011,5837.8,95,0.6,3
Clayton Utz,2011,5752.2,96,0.6,10
Allen & Gledhill,2011,5745.8,97,0.6,6
Roberts & Holland,2011,5560.8,98,0.5,1
Pillsbury Winthrop Shaw Pitt LLP,2011,5529.9,99,0.5,27
WongPartnership LLP,2011,5426.2,100,0.5,7
Goodmans,2011,5398.6,101,0.5,11
Thompson & Knight PC,2011,5163.1,102,0.5,6
Cox Smith Matthews Inc,2011,5139,103,0.5,1
Lee and Li,2011,5130.5,104,0.5,4
Orrick Herrington & Sutcliffe LLP,2011,5040.9,105,0.5,40
Schulte Roth & Zabel LLP,2011,5017.5,106,0.5,12
Fulbright & Jaworski,2011,4885,107,0.5,68
Deloitte,2011,4687.4,108,0.5,3
Richards Layton & Finger,2011,4565.2,109,0.4,13
Cassels Brock & Blackwell LLP,2011,4522.6,110,0.4,4
Hengeler Mueller,2011,4510.7,111,0.4,10
Commercial Law Group PC,2011,4386.8,112,0.4,4
Goodwin Procter LLP,2011,4249.4,113,0.4,85
Gorrissen & Federspiel,2011,4129.2,114,0.4,4
McDermott Will & Emery,2011,4114,115,0.4,53
Bass Berry & Sims PLC,2011,4077.2,116,0.4,2
"Wyrick, Robbins, Yates & Ponton",2011,3870.9,117,0.4,1
"Shumaker, Loop & Kendrick",2011,3734.9,118,0.4,6
Lenz & Staehelin,2011,3721.6,119,0.4,5
Edwards Angell Palmer & Dodge,2011,3435.7,120,0.3,4
"Kaye, Scholer, Fierman, Hays & Handler",2011,3410,121,0.3,3
Fasken Martineau DuMoulin LLP,2011,3393.3,122,0.3,14
Rifkind & Wharton,2011,3390.9,123,0.3,3
Manatt Phelps & Phillips,2011,3384.2,124,0.3,11
Corrs Chambers Westgarth,2011,3367.3,125,0.3,6
AZB & Partners,2011,3362.2,126,0.3,14
Baker & Hostetler LLP,2011,3191.2,127,0.3,18
Jenner & Block,2011,3091.9,128,0.3,3
Shin & Kim,2011,3072,129,0.3,6
Dow Lohnes & Albertson,2011,3000,130,0.3,1
Paul Hastings LLP,2011,2994.2,131,0.3,37
Cooley Godward LLP,2011,2731.4,132,0.3,25
Tozzini Freire Teixeira e Silva,2011,2717.9,133,0.3,8
Allens Arthur Robinson,2011,2636.8,134,0.3,8
SJ Berwin,2011,2574.9,135,0.3,5
Eversheds,2011,2491.7,136,0.2,20
Arnall Golden & Gregory,2011,2410.6,137,0.2,3
"Williams, Mullen, Christian & Dobbins",2011,2400,138,0.2,2
Bell Gully,2011,2391.2,139,0.2,6
Johnson Winter & Slattery,2011,2367.2,140,0.2,1
Anderson Mori & Tomotsune,2011,2345.8,141,0.2,10
Nishimura & Asahi,2011,2322.9,142,0.2,7
Ballard Spahr Andrews & Ingersoll,2011,2313.6,143,0.2,3
Winston & Strawn,2011,2145.7,144,0.2,21
Arsene Taxand,2011,2046.3,145,0.2,3
Cuatrecasas,2011,2043.6,146,0.2,7
"Prickett,Jones,Elliot,Kristol & Schnee (PA)",2011,2000,147,0.2,1
McKenna Long & Aldridge LLP,2011,1958.6,148,0.2,12
CMS Cameron McKenna,2011,1957.7,149,0.2,8
"Gianni, Origoni, Grippo & Partners",2011,1914.9,150,0.2,3
Lee & Ko,2011,1901.3,151,0.2,5
Levy & Salomao Advogados,2011,1818.3,152,0.2,2
Dittmar & Indrenius,2011,1800,153,0.2,1
Barbosa Mussnich & Aragao,2011,1735.9,154,0.2,5
Abrams & Bayliss LLP,2011,1729.3,155,0.2,1
Stevens & Lee P.C.,2011,1705.3,156,0.2,4
"Fox, Rothschild, O'Brien & Frankel",2011,1683.8,157,0.2,1
Fangda Partners,2011,1675,158,0.2,9
Mcdermott Will & Emery,2011,1671.5,159,0.2,17
Armstrong Teasdale LLP,2011,1626.4,160,0.2,2
Khaitan & Co,2011,1615.1,161,0.2,9
Pepper Hamilton LLP,2011,1601.2,162,0.2,6
Fraser Milner Casgrain,2011,1571,163,0.2,3
Landwell,2011,1548.4,164*,0.2,1
Taj,2011,1548.4,164*,0.2,1
Sidley & Austin,2011,1525.2,166,0.2,5
Nagashima Ohno & Tsunematsu,2011,1507.2,167,0.1,6
Proskauer Rose Goetz & Mendelson,2011,1500,168,0.1,1
Mason Hayes & Curran,2011,1498.9,169,0.1,6
Egorov Puginsky Afanasiev & Partners,2011,1494.6,170,0.1,3
Yulchon LLC,2011,1455.4,171,0.1,3
Osborne Clarke,2011,1423.9,172,0.1,16
Herbert Smith Freehills,2011,1345.9,173,0.1,3
Skadden Arps Slate Meagher & Flom (International),2011,1339.5,174,0.1,7
CLS Attorneys,2011,1334.6,175*,0.1,1
Werksmans Attorneys,2011,1334.6,175*,0.1,1
Cuatrecasas Abogads SRL,2011,1270.6,177,0.1,2
Chadbourne & Parke,2011,1235,178,0.1,5
Dundas & Wilson,2011,1227.4,179,0.1,2
Bae Kim & Lee,2011,1226.5,180,0.1,6
Borden Ladner Gervais LLP,2011,1225.2,181,0.1,8
Womble Carlyle Sandridge & Rice PLLC,2011,1215,182,0.1,5
Mintz Levin Cohn Ferris Glovsky & Popeo,2011,1175.2,183,0.1,6
Wiersholm Mellbye & Bech DA,2011,1162,184,0.1,6
"Perez Alati, Grondona, Benites, Arntsen & Martinez",2011,1156,185,0.1,3
Darrois Villey Maillot Brochier,2011,1154.5,186,0.1,1
Foley & Lardner,2011,1144.9,187,0.1,31
"Davis, Graham & Stubbs",2011,1138,188,0.1,4
Reed Smith LLP,2011,1127.5,189,0.1,11
Gardere Wynne Sewell LLP,2011,1125.5,190,0.1,5
Bureau Francis Lefebvre,2011,1120,191*,0.1,1
Trench Rossi e Watanabe Advogados,2011,1120,191*,0.1,2
"Leonard, Street & Deinard",2011,1075.2,193,0.1,1
Gernandt & Danielsson,2011,1071.7,194,0.1,4
Gide Loyrette Nouel,2011,1068.9,195,0.1,2
Olswang,2011,1040.3,196,0.1,8
Taylor Wessing LLP,2011,1039.5,197,0.1,8
Kelley Drye & Warren,2011,1017,198,0.1,2
Nixon Peabody LLP,2011,996.4,199,0.1,14
Gunderson Dettmer Stough Villeneuve Franklin&Hachi,2011,967.1,200,0.1,8
Wachtell Lipton Rosen & Katz,2012,210773.4,1,20.5,74
"Skadden, Arps, Slate, Meagher & Flom",2012,197755.9,2,19.3,147
Latham & Watkins,2012,153709.7,3,15,234
Simpson Thacher & Bartlett,2012,137477.1,4,13.4,121
Baker & McKenzie,2012,132240,5,12.9,98
Weil Gotshal & Manges,2012,131433.5,6,12.8,140
Davis Polk & Wardwell,2012,126563.2,7,12.3,87
Kirkland & Ellis,2012,112145.8,8,10.9,280
Sullivan & Cromwell,2012,101936.2,9,9.9,98
Cleary Gottlieb Steen & Hamilton,2012,97490.5,10,9.5,68
Shearman & Sterling LLP,2012,96648,11,9.4,64
"Cravath, Swaine & Moore",2012,81818.1,12,8,41
Jones Day,2012,80972.2,13,7.9,294
"Paul, Weiss",2012,72493.3,14,7.1,90
Morrison & Foerster,2012,72325.1,15,7,87
Gibson Dunn & Crutcher,2012,65104.2,16,6.3,100
White & Case LLP,2012,61402.3,17,6,87
Minter Ellison,2012,58318.1,18,5.7,9
Debevoise & Plimpton,2012,58151.3,19,5.7,56
Musat & Asociatii,2012,55513.1,20,5.4,1
Freshfields Bruckhaus Deringer,2012,54218.8,21,5.3,53
A&L Goodbody,2012,52972.8,22,5.2,11
Linklaters,2012,48063.8,23,4.7,42
Bracewell & Giuliani,2012,47875.5,24,4.7,43
Fried Frank Harris Shriver & Jacobson,2012,45873.4,25,4.5,57
Vinson & Elkins LLP,2012,45126,26,4.4,94
Allen & Overy,2012,44936.7,27,4.4,46
Willkie Farr & Gallagher,2012,44133,28,4.3,51
DLA Piper LLP,2012,42302.5,29,4.1,229
Blake Cassels & Graydon,2012,41339.1,30,4,69
Clifford Chance,2012,38386.3,31,3.7,50
McCarthy Tetrault,2012,37196.5,32,3.6,20
Alston & Bird,2012,35929.5,33,3.5,55
Baker Botts LLP,2012,34778.2,34,3.4,50
Hogan Lovells,2012,32709.6,35,3.2,96
Covington & Burling,2012,32535.4,36,3.2,36
Mori Hamada & Matsumoto,2012,31055.1,37,3,11
Goodwin Procter LLP,2012,27753.3,38,2.7,89
Bar & Karrer,2012,27407.6,39,2.7,5
Greenberg Traurig,2012,26913.7,40,2.6,73
O'Melveny & Myers,2012,26005.2,41,2.5,43
Slaughter and May,2012,25678.4,42,2.5,12
Fenwick & West LLP,2012,24334.5,43,2.4,90
Morgan Lewis & Bockius,2012,24067.7,44,2.3,110
Ropes & Gray,2012,23072,45,2.3,80
Darrois Villey Maillot Brochier,2012,22417,46,2.2,6
Polsinelli Shughart PC,2012,21989.5,47,2.1,5
McCann Fitzgerald,2012,21958,48,2.1,3
Potter Anderson & Corroon (DE),2012,21640,49*,2.1,2
"Foulston, Siefkin, Powers & Elkouri (KS)",2012,21640,49*,2.1,1
Sidley Austin LLP,2012,21208.2,51,2.1,71
Allens Arthur Robinson,2012,19569.2,52,1.9,6
Kinstellar,2012,19017.9,53,1.9,6
Fulbright & Jaworski,2012,18580,54,1.8,62
King & Wood Mallesons,2012,18023.6,55,1.8,16
Cooley LLP,2012,16797.8,56,1.6,66
Shearman & Sterling,2012,16519.9,57,1.6,30
Wilson Sonsini Goodrich & Rosati,2012,16346.3,58,1.6,111
Bingham McCutchen LLP,2012,16287.6,59,1.6,76
Arnold & Porter,2012,16091.4,60,1.6,26
Dechert,2012,15951.9,61,1.6,82
"Akin, Gump, Strauss, Hauer & Feld",2012,15122.7,62,1.5,39
Osler Hoskin & Harcourt LLP,2012,14952.9,63,1.5,31
Dewey & LeBoeuf LLP,2012,14595.1,64,1.4,15
Amarchand Mangaldas,2012,14161.4,65,1.4,14
WongPartnership LLP,2012,13590.5,66,1.3,6
Davies Ward Phillips & Vineberg LLP,2012,12732.4,67,1.2,15
Proskauer Rose LLP,2012,12674.8,68,1.2,23
De Brauw Blackstone Westbroek,2012,12652.7,69,1.2,14
Kim & Chang,2012,12205.5,70,1.2,14
Torys,2012,12143,71,1.2,16
Matheson Ormsby Prentice,2012,12010.7,72,1.2,3
ENSafrica,2012,11850,73*,1.2,2
Mayer Brown & Platt,2012,11850,73*,1.2,1
Mayer Brown LLP,2012,11436.1,75,1.1,69
King & Spalding,2012,11164.4,76,1.1,71
Bredin Prat,2012,10677.7,77,1,6
Orrick Herrington & Sutcliffe LLP,2012,10545.3,78,1,20
Andrews Kurth LLP,2012,10499.7,79,1,46
Stibbe,2012,10323.3,80,1,9
Pinheiro Neto Advogados,2012,10210.1,81,1,13
Eversheds,2012,10012.8,82,1,11
Locke Lord Bissell & Liddell,2012,9536.4,83,0.9,14
Paul Hastings,2012,8557.3,84,0.8,21
K&L Gates,2012,8542.8,85,0.8,94
Mattos Filho Veiga Filho Marrey Jr,2012,8084.6,86,0.8,11
Fasken Martineau DuMoulin LLP,2012,8058.9,87,0.8,12
Richards Layton & Finger,2012,7736.5,88,0.8,7
Foley & Lardner,2012,7706.5,89,0.8,46
Manatt Phelps & Phillips,2012,7331.1,90,0.7,17
Morris Nichols Arsht & Tunnell,2012,7287.1,91,0.7,5
Gide Loyrette Nouel,2012,7164.2,92,0.7,9
Paul Hastings LLP,2012,6704.1,93,0.7,75
Seyfarth Shaw LLP,2012,6582,94,0.6,2
Conyers Dill & Pearman,2012,6540.7,95,0.6,2
WilmerHale,2012,6484.8,96,0.6,52
Bryan Cave LLP,2012,6025.6,97,0.6,96
"Kaye, Scholer LLP",2012,5996,98,0.6,8
Bass Berry & Sims PLC,2012,5941.3,99,0.6,4
"Sheppard, Mullin, Richter & Hampton",2012,5922.1,100,0.6,9
Chiomenti Studio Legal,2012,5810.5,101,0.6,6
Mcdermott Will & Emery,2012,5723.4,102,0.6,12
Crowell & Moring,2012,5695.4,103,0.6,3
Stikeman Elliott,2012,5560.6,104,0.5,37
Houthoff Buruma,2012,5547.7,105,0.5,7
Stikeman Elliott (Canada),2012,5471.7,106,0.5,3
Fangda Partners,2012,5471.5,107,0.5,8
Homburger,2012,5449.7,108,0.5,2
Garrigues,2012,5321.5,109,0.5,9
Skadden Arps Slate Meagher & Flom (International),2012,5312.5,110,0.5,3
NautaDutilh,2012,5237.4,111,0.5,10
Milbank Tweed Hadley & McCloy,2012,5158.4,112,0.5,6
Norton Rose,2012,5073.7,113,0.5,25
Wiley Rein & Fielding,2012,5049.9,114,0.5,2
Heenan Blaikie,2012,4947.7,115,0.5,7
HEISSE KURSAWE EVERSHEDS Rechtsanwaelte,2012,4900,116*,0.5,3
Allens,2012,4900,116*,0.5,4
Dorsey & Whitney LLP,2012,4717.4,118,0.5,117
Munger Tolles & Olson,2012,4693,119*,0.5,1
"Nossaman, Guthner, Knox & Elliott (CA)",2012,4693,119*,0.5,1
Advokatfirman Vinge,2012,4552,121,0.4,9
Nishimura & Asahi,2012,4396.1,122,0.4,6
Pinheiro Guimaraes,2012,4329.7,123,0.4,5
Anderson Mori & Tomotsune,2012,4212.4,124,0.4,4
Hengeler Mueller,2012,4151.3,125,0.4,7
Loyens & Loeff,2012,3999.6,126,0.4,12
Brown Rudnick Freed & Gesmer,2012,3918.9,127,0.4,1
Thompson Hine LLP,2012,3889.2,128,0.4,14
Lefosse Advogados,2012,3879.4,129,0.4,4
Blank Rome LLP,2012,3878.2,130,0.4,38
"Cadwalader, Wickersham & Taft",2012,3849,131,0.4,5
Nagashima Ohno & Tsunematsu,2012,3828.5,132,0.4,4
Troutman Sanders LLP,2012,3703.7,133,0.4,15
Schulte Roth & Zabel LLP,2012,3682.4,134,0.4,20
Zhong Lun Law Firm,2012,3664.5,135,0.4,5
Winston & Strawn,2012,3658.5,136,0.4,19
Thompson & Knight PC,2012,3632.2,137,0.4,5
Havel Holasek & Partners sro,2012,3530.5,138,0.3,1
Allen & Gledhill,2012,3510.1,139,0.3,5
"Stinson, Morrison, Hecker LLP",2012,3300,140,0.3,3
Jones Walker Waechter Poitevent Carrere & Denegre,2012,3172.7,141,0.3,3
Bennett Jones,2012,3165.9,142,0.3,8
Appleby,2012,2972.8,143,0.3,1
Uria Menendez,2012,2810.7,144,0.3,10
Duane Morris LLP,2012,2745.3,145,0.3,12
Herbert Smith Freehills,2012,2744.7,146,0.3,8
Nixon Peabody LLP,2012,2667.4,147,0.3,18
Skadden,2012,2651,148,0.3,4
Mintz Levin Cohn Ferris Glovsky & Popeo,2012,2630,149,0.3,5
Clifford Chance US LLP,2012,2620,150,0.3,1
Jingtian & Gongcheng,2012,2612.5,151,0.3,3
Kromann Reumert,2012,2345.3,152,0.2,6
Pepper Hamilton LLP,2012,2333.8,153,0.2,11
Jenner & Block,2012,2249.8,154,0.2,5
Dykema Gossett,2012,2215.8,155,0.2,12
Wiggin & Dana,2012,2210,156,0.2,2
